pattern_id	join_pattern	n_tables	n_queries	sec_seq	none_seq	additional_at_least_seq	sec_postfilter	none_postfilter	additional_at_least_postfilter	sec_tree_batch_cext	sec_hybrid	switch_to_hybrid	sec_seq_parallel	none_seq_parallel	additional_at_least_seq_parallel	sec_postfilter_parallel	none_postfilter_parallel	additional_at_least_postfilter_parallel	sec_tree_batch_cext_parallel
69	(('b.userid', '=', 'u.id'), ('p.id', '=', 'pl.relatedpostid'), ('p.owneruserid', '=', 'u.id'), ('ph.userid', '=', 'u.id'))	5	4	19.124651999999998	0	0.0	72.644744	0	0.0	1.249092	1.199042	TreeBatchCext	14.086236	0	0.0	51.300224	0	0.0	1.600513
70	(('b.userid', '=', 'u.id'), ('p.id', '=', 'pl.relatedpostid'), ('p.owneruserid', '=', 'u.id'), ('u.id', '=', 'v.userid'))	5	4	11.369124999999999	0	0.0	6.105212	0	0.0	1.166479	1.105686	TreeBatchCext	7.3572690000000005	0	0.0	4.387391	0	0.0	1.304453
71	(('b.userid', '=', 'u.id'), ('p.owneruserid', '=', 'u.id'), ('ph.userid', '=', 'u.id'), ('u.id', '=', 'v.userid'))	5	4	None	2	1800.0	None	4	3600.0	1.081543	1.077785	TreeBatchCext	None	2	1800.0	None	4	3600.0	1.297548
72	(('b.userid', '=', 'u.id'), ('p.id', '=', 'pl.relatedpostid'), ('p.owneruserid', '=', 'u.id'), ('ph.userid', '=', 'u.id'), ('u.id', '=', 'v.userid'))	6	4	None	1	900.0	None	4	3600.0	1.250727	1.292923	TreeBatchCext	None	2	1800.0	None	4	3600.0	1.565807
73	(('p.id', '=', 'pl.relatedpostid'), ('p.id', '=', 'v.postid'))	3	30	2.2790519999999996	0	0.0	0.393184	0	0.0	0.956753	0.992147	TreeBatchCext	2.2417030000000002	0	0.0	0.318625	0	0.0	1.089975
74	(('c.postid', '=', 'p.id'), ('p.id', '=', 'pl.relatedpostid'), ('p.id', '=', 'v.postid'))	4	30	3.6888649999999994	0	0.0	1.604987	0	0.0	1.364061	1.442837	TreeBatchCext	4.628769	0	0.0	1.162828	0	0.0	1.650154
75	(('b.userid', '=', 'u.id'), ('c.postid', '=', 'p.id'), ('p.id', '=', 'v.postid'), ('p.owneruserid', '=', 'u.id'))	5	24	20.788288	0	0.0	49.56765	0	0.0	2.673231	3.09806	TreeBatchCext	14.479201000000003	0	0.0	33.786484	0	0.0	3.520614
76	(('c.postid', '=', 'p.id'), ('p.id', '=', 'v.postid'), ('p.owneruserid', '=', 'u.id'))	4	16	2.0379739999999997	0	0.0	1.062848	0	0.0	2.294499	2.828838	TreeBatchCext	2.092766	0	0.0	0.827286	0	0.0	3.407194
77	(('b.userid', '=', 'u.id'), ('p.id', '=', 'pl.relatedpostid'), ('p.id', '=', 'v.postid'), ('p.owneruserid', '=', 'u.id'))	5	10	2.7462340000000007	0	0.0	4.869006	0	0.0	1.469522	1.579011	TreeBatchCext	3.096405	0	0.0	4.113011	0	0.0	1.700381
78	(('p.id', '=', 'pl.relatedpostid'), ('p.id', '=', 'v.postid'), ('p.owneruserid', '=', 'u.id'))	4	5	0.25606300000000004	0	0.0	0.163041	0	0.0	1.151198	1.43406	TreeBatchCext	0.389707	0	0.0	0.173139	0	0.0	1.588876
79	(('b.userid', '=', 'u.id'), ('c.postid', '=', 'p.id'), ('p.id', '=', 'pl.relatedpostid'), ('p.id', '=', 'v.postid'), ('p.owneruserid', '=', 'u.id'))	6	10	9.919104999999998	0	0.0	24.678552	0	0.0	1.810313	12.469278	SeqProc	6.336653999999999	0	0.0	19.175682	0	0.0	2.462098
